orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
1718,2024-10-06,2024-10-06,Cancelled,587,5156.49,PayPal
1719,2024-04-22,2024-04-22,Shipped,485,3022.06,Bank Transfer
1720,2024-11-25,2024-11-25,Shipped,225,3297.52,Cash
1721,2024-05-19,2024-05-19,On Hold,645,3425.29,PayPal
1722,2024-10-03,2024-10-03,Processing,980,2901.77,PayPal
1723,2024-04-22,2024-04-22,Processing,130,7760.75,Cash
1724,2024-04-13,2024-04-13,Shipped,763,215.62,PayPal
1725,2024-04-30,2024-04-30,Processing,408,3818.11,Bank Transfer
1726,2024-10-10,2024-10-10,Cancelled,817,4682.23,Cash
1727,2024-01-13,2024-01-13,Processing,193,9039.57,Cash
1728,2024-04-22,2024-04-22,On Hold,889,9045.63,Bank Transfer
1729,2024-01-25,2024-01-25,Shipped,429,5359.68,Cash
1730,2024-11-19,2024-11-19,Cancelled,456,7639.11,Credit Card
1731,2024-03-03,2024-03-03,Processing,759,7059.38,Bank Transfer
1732,2024-08-26,2024-08-26,Cancelled,956,6938.15,Cash
1733,2024-07-24,2024-07-24,On Hold,267,7946.67,Credit Card
1734,2024-02-02,2024-02-02,Cancelled,570,6997.44,Cash
1735,2024-08-03,2024-08-03,Processing,21,4009.16,Credit Card
1736,2024-01-07,2024-01-07,On Hold,304,9317.22,Bank Transfer
1737,2024-04-03,2024-04-03,Processing,423,6959.78,Bank Transfer
1738,2024-10-10,2024-10-10,On Hold,101,1203.97,Cash
1739,2024-07-15,2024-07-15,Shipped,778,8396.64,Bank Transfer
1740,2024-10-06,2024-10-06,On Hold,601,3332.36,Credit Card
1741,2024-03-08,2024-03-08,Cancelled,917,264.42,Cash
1742,2024-05-27,2024-05-27,Cancelled,287,5371.64,Cash
1743,2024-10-10,2024-10-10,Cancelled,262,4943.06,Credit Card
1744,2024-02-13,2024-02-13,Shipped,436,6579.93,Bank Transfer
1745,2024-02-22,2024-02-22,On Hold,942,5003.53,PayPal
1746,2024-03-15,2024-03-15,Processing,996,3389.57,Bank Transfer
1747,2024-01-26,2024-01-26,Processing,889,8961.36,Cash
1748,2024-09-03,2024-09-03,Cancelled,860,891.03,Credit Card
1749,2024-08-24,2024-08-24,Shipped,378,418.33,Bank Transfer
1750,2024-04-06,2024-04-06,On Hold,897,8955.36,Credit Card
1751,2024-10-09,2024-10-09,On Hold,824,8186.06,PayPal
1752,2024-06-23,2024-06-23,Shipped,798,7884.95,Bank Transfer
1753,2024-08-26,2024-08-26,On Hold,942,2172.57,Cash
1754,2024-01-14,2024-01-14,Processing,137,1433.33,PayPal
1755,2024-05-11,2024-05-11,Shipped,826,3242.14,PayPal
1756,2024-03-04,2024-03-04,On Hold,461,5045.84,Bank Transfer
1757,2024-04-10,2024-04-10,Processing,375,8076.63,Bank Transfer
1758,2024-09-12,2024-09-12,On Hold,968,130.51,Credit Card
1759,2024-04-30,2024-04-30,On Hold,893,1943.27,Credit Card
1760,2024-02-22,2024-02-22,On Hold,858,4308.17,Bank Transfer
1761,2024-06-21,2024-06-21,Cancelled,325,9934.7,Bank Transfer
1762,2024-07-27,2024-07-27,Shipped,553,4818.7,PayPal
1763,2024-09-15,2024-09-15,Cancelled,191,5606.62,PayPal
1764,2024-06-20,2024-06-20,Shipped,294,4182.06,Credit Card
1765,2024-08-21,2024-08-21,Cancelled,564,5257.86,PayPal
1766,2024-08-23,2024-08-23,On Hold,558,602.03,Bank Transfer
1767,2024-09-09,2024-09-09,Cancelled,240,7365.26,Bank Transfer
1768,2024-03-07,2024-03-07,Cancelled,961,1971.27,Credit Card
1769,2024-03-20,2024-03-20,Shipped,827,1990.58,Cash
1770,2024-06-26,2024-06-26,Cancelled,124,9249.21,Cash
1771,2024-04-08,2024-04-08,Shipped,713,802.94,Bank Transfer
1772,2024-10-12,2024-10-12,Shipped,759,4043.84,Bank Transfer
1773,2024-07-31,2024-07-31,On Hold,316,6477.83,PayPal
1774,2024-08-16,2024-08-16,On Hold,396,9099.17,PayPal
1775,2024-03-01,2024-03-01,On Hold,240,9943.67,PayPal
1776,2024-10-14,2024-10-14,Processing,713,5007.01,PayPal
1777,2024-03-09,2024-03-09,Processing,825,4949.14,Bank Transfer
1778,2024-06-03,2024-06-03,On Hold,988,738.38,PayPal
1779,2024-08-21,2024-08-21,Shipped,104,4077.09,PayPal
1780,2024-05-14,2024-05-14,Shipped,278,1840.08,Credit Card
1781,2024-01-09,2024-01-09,Shipped,795,5560.35,Bank Transfer
1782,2024-11-09,2024-11-09,Processing,880,4892.55,Credit Card
1783,2024-01-06,2024-01-06,Processing,472,454.38,Credit Card
1784,2024-05-11,2024-05-11,Shipped,662,8749.08,PayPal
1785,2024-04-23,2024-04-23,Shipped,141,503.55,Cash
1786,2024-04-08,2024-04-08,Cancelled,215,7114.51,PayPal
1787,2024-02-10,2024-02-10,Processing,759,2770.63,Cash
1788,2024-01-16,2024-01-16,Processing,183,3239.87,PayPal
1789,2024-02-26,2024-02-26,Cancelled,793,3716.81,Bank Transfer
1790,2024-07-07,2024-07-07,Shipped,855,6795.23,Bank Transfer
1791,2024-07-11,2024-07-11,Shipped,375,7393.46,Cash
1792,2024-05-31,2024-05-31,Processing,542,9310.74,PayPal
1793,2024-05-29,2024-05-29,Cancelled,642,4904.15,Credit Card
1794,2024-05-16,2024-05-16,Processing,622,1588.96,Credit Card
1795,2024-11-19,2024-11-19,On Hold,290,4935.17,Bank Transfer
1796,2024-08-01,2024-08-01,Processing,996,2202.57,PayPal
1797,2024-05-12,2024-05-12,On Hold,166,2169.28,Bank Transfer
1798,2024-08-27,2024-08-27,On Hold,68,5646.15,Cash
1799,2024-07-15,2024-07-15,Shipped,628,8737.71,Credit Card
1800,2024-10-02,2024-10-02,Processing,912,727.05,Cash
1801,2024-02-09,2024-02-09,Shipped,558,1084.68,Bank Transfer
1802,2024-10-24,2024-10-24,Cancelled,640,7726.35,Cash
1803,2024-11-12,2024-11-12,Cancelled,275,2934.62,PayPal
1804,2024-10-21,2024-10-21,Shipped,826,2741.03,Cash
1805,2024-02-23,2024-02-23,Processing,293,7023.87,Cash
1806,2024-11-21,2024-11-21,Shipped,84,7256.67,PayPal
1807,2024-11-19,2024-11-19,Processing,190,2156.07,PayPal
1808,2024-10-13,2024-10-13,Processing,194,3387.41,Bank Transfer
1809,2024-07-31,2024-07-31,Processing,290,6306.4,Credit Card
1810,2024-07-12,2024-07-12,On Hold,844,5210.29,PayPal
1811,2024-05-06,2024-05-06,Cancelled,18,4430.6,Cash
1812,2024-05-02,2024-05-02,Processing,7,9458.58,Bank Transfer
1813,2024-03-25,2024-03-25,Shipped,671,1477.93,Cash
1814,2024-02-10,2024-02-10,Processing,797,2950.13,Bank Transfer
1815,2024-07-05,2024-07-05,Processing,495,4498.18,Bank Transfer
1816,2024-02-25,2024-02-25,Processing,93,7697.18,PayPal
1817,2024-04-26,2024-04-26,Processing,325,4801.63,PayPal
1818,2024-10-12,2024-10-12,On Hold,12,5583.33,Credit Card
1819,2024-03-14,2024-03-14,Processing,732,6796.3,Credit Card
1820,2024-10-18,2024-10-18,Shipped,841,8570.41,PayPal
1821,2024-09-29,2024-09-29,Cancelled,960,6519.5,Bank Transfer
1822,2024-10-07,2024-10-07,On Hold,415,5475.05,PayPal
1823,2024-06-01,2024-06-01,Shipped,412,2850.95,PayPal
1824,2024-05-20,2024-05-20,Cancelled,377,6684.16,Credit Card
1825,2024-11-20,2024-11-20,On Hold,653,4729.99,PayPal
1826,2024-01-12,2024-01-12,Shipped,377,350.98,PayPal
1827,2024-03-04,2024-03-04,Cancelled,716,4281.01,Cash
1828,2024-11-25,2024-11-25,Shipped,593,7309.02,Bank Transfer
1829,2024-10-07,2024-10-07,Shipped,900,9722.26,Credit Card
1830,2024-09-14,2024-09-14,Cancelled,821,9671.42,Bank Transfer
1831,2024-01-23,2024-01-23,Shipped,366,6347.3,PayPal
1832,2024-11-10,2024-11-10,Cancelled,210,4562.76,PayPal
1833,2024-05-13,2024-05-13,Shipped,319,4587.44,PayPal
1834,2024-08-26,2024-08-26,Processing,355,3399.85,Credit Card
1835,2024-02-20,2024-02-20,Shipped,598,329.69,Bank Transfer
1836,2024-02-14,2024-02-14,Shipped,426,7720.41,Credit Card
1837,2024-06-12,2024-06-12,On Hold,103,3686.55,Cash
1838,2024-02-13,2024-02-13,On Hold,170,2749.69,Cash
1839,2024-11-12,2024-11-12,Shipped,534,1843.53,Bank Transfer
1840,2024-05-06,2024-05-06,Cancelled,555,3894.01,PayPal
1841,2024-08-23,2024-08-23,On Hold,867,7525.38,Cash
1842,2024-01-18,2024-01-18,Processing,495,9406.44,PayPal
1843,2024-11-14,2024-11-14,Processing,599,6103.29,Bank Transfer
1844,2024-03-10,2024-03-10,Processing,928,2800.03,PayPal
1845,2024-09-12,2024-09-12,Shipped,900,3291.8,Credit Card
1846,2024-08-27,2024-08-27,On Hold,871,9789.67,Cash
1847,2024-04-28,2024-04-28,Shipped,519,2609.56,Credit Card
1848,2024-05-03,2024-05-03,Shipped,527,5585.49,Credit Card
1849,2024-03-02,2024-03-02,Cancelled,996,8611.39,Credit Card
1850,2024-03-23,2024-03-23,Processing,432,1148.59,Bank Transfer
1851,2024-01-29,2024-01-29,Processing,700,5854.42,Credit Card
1852,2024-03-02,2024-03-02,Cancelled,206,1964.28,Bank Transfer
1853,2024-11-04,2024-11-04,Shipped,17,3256.44,Credit Card
1854,2024-01-11,2024-01-11,Shipped,439,5520.35,PayPal
1855,2024-04-21,2024-04-21,Shipped,589,9495.94,PayPal
1856,2024-03-10,2024-03-10,Processing,47,8526.22,Credit Card
1857,2024-09-08,2024-09-08,Shipped,655,1247.9,PayPal
1858,2024-02-04,2024-02-04,Cancelled,469,9767.99,Bank Transfer
1859,2024-08-26,2024-08-26,On Hold,339,7885.16,Cash
1860,2024-04-04,2024-04-04,On Hold,103,2513.01,PayPal
1861,2024-05-05,2024-05-05,Cancelled,148,3050.67,Credit Card
1862,2024-08-13,2024-08-13,Shipped,335,9074.09,Bank Transfer
1863,2024-05-25,2024-05-25,On Hold,161,7183.15,PayPal
1864,2024-07-21,2024-07-21,On Hold,357,5104.57,Bank Transfer
1865,2024-09-12,2024-09-12,Shipped,468,1523.15,Bank Transfer
1866,2024-05-30,2024-05-30,On Hold,817,4430.44,Credit Card
1867,2024-10-02,2024-10-02,Processing,35,6041.12,Bank Transfer
1868,2024-03-12,2024-03-12,Cancelled,992,4897.3,Credit Card
1869,2024-06-28,2024-06-28,Cancelled,285,3194.67,Bank Transfer
1870,2024-04-16,2024-04-16,Processing,388,6868.98,Bank Transfer
1871,2024-10-27,2024-10-27,Shipped,779,1969.44,Bank Transfer
1872,2024-11-04,2024-11-04,Processing,698,1106.96,Credit Card
1873,2024-10-09,2024-10-09,On Hold,447,352.95,Bank Transfer
1874,2024-06-15,2024-06-15,Processing,58,8183.24,Credit Card
1875,2024-07-18,2024-07-18,Processing,898,2223.61,Bank Transfer
1876,2024-06-10,2024-06-10,Cancelled,972,7759.65,PayPal
1877,2024-10-31,2024-10-31,Shipped,640,1756.99,Cash
1878,2024-01-07,2024-01-07,Cancelled,821,5959.72,Cash
1879,2024-06-21,2024-06-21,Processing,657,5652.69,Credit Card
1880,2024-05-23,2024-05-23,Processing,247,8244.51,Cash
1881,2024-02-10,2024-02-10,Shipped,572,7758.63,Cash
1882,2024-06-22,2024-06-22,Processing,720,3416.23,PayPal
1883,2024-07-13,2024-07-13,On Hold,867,5505.68,Credit Card
1884,2024-10-25,2024-10-25,Shipped,512,4614.32,PayPal
1885,2024-01-14,2024-01-14,Processing,127,9463.31,Bank Transfer
1886,2024-09-06,2024-09-06,Processing,572,4708.3,Cash
1887,2024-08-11,2024-08-11,Shipped,604,8501.06,PayPal
1888,2024-07-22,2024-07-22,On Hold,867,2770.75,Bank Transfer
1889,2024-04-20,2024-04-20,On Hold,44,6879.2,PayPal
1890,2024-01-19,2024-01-19,Shipped,491,418.25,Cash
1891,2024-10-24,2024-10-24,Shipped,834,5202.59,Cash
1892,2024-05-16,2024-05-16,Cancelled,279,927.59,Credit Card
1893,2024-04-25,2024-04-25,Shipped,645,2515.79,Cash
1894,2024-08-13,2024-08-13,Shipped,852,512.1,Credit Card
1895,2024-08-13,2024-08-13,Processing,780,9448.87,Credit Card
1896,2024-02-01,2024-02-01,Shipped,263,3276.75,Bank Transfer
1897,2024-09-06,2024-09-06,Cancelled,809,9608.78,Credit Card
1898,2024-07-20,2024-07-20,Shipped,890,1461.02,Credit Card
1899,2024-05-18,2024-05-18,Cancelled,763,8446.48,Cash
1900,2024-06-25,2024-06-25,Shipped,600,4747.59,Bank Transfer
1901,2024-01-03,2024-01-03,On Hold,518,7835.31,Bank Transfer
1902,2024-08-08,2024-08-08,Processing,289,5251.75,Credit Card
1903,2024-04-24,2024-04-24,Cancelled,504,4500.45,Cash
1904,2024-02-25,2024-02-25,Cancelled,887,3165.89,Credit Card
1905,2024-09-01,2024-09-01,Cancelled,199,188.78,Bank Transfer
1906,2024-05-17,2024-05-17,On Hold,865,6280.32,Bank Transfer
1907,2024-01-21,2024-01-21,Shipped,288,8230.57,PayPal
1908,2024-03-11,2024-03-11,Processing,778,4367.58,PayPal
1909,2024-05-06,2024-05-06,Processing,880,2235.87,Credit Card
1910,2024-11-07,2024-11-07,Processing,814,8259.07,PayPal
1911,2024-02-26,2024-02-26,Cancelled,277,9900.08,PayPal
1912,2024-09-09,2024-09-09,Processing,462,3556.6,Bank Transfer
1913,2024-10-22,2024-10-22,Cancelled,996,5658.75,Credit Card
1914,2024-01-04,2024-01-04,Shipped,863,6106.8,Credit Card
1915,2024-01-20,2024-01-20,Shipped,727,3895.71,PayPal
1916,2024-08-21,2024-08-21,Processing,696,4359.15,Bank Transfer
1917,2024-11-20,2024-11-20,Cancelled,178,7369.32,PayPal
1918,2024-02-06,2024-02-06,Cancelled,904,9235.5,Credit Card
1919,2024-04-07,2024-04-07,Cancelled,1000,787.66,Credit Card
1920,2024-08-17,2024-08-17,Shipped,13,9508.7,PayPal
1921,2024-09-07,2024-09-07,On Hold,754,4897.51,Credit Card
1922,2024-08-06,2024-08-06,On Hold,151,5369.97,Credit Card
1923,2024-06-17,2024-06-17,Shipped,169,8814.02,Bank Transfer
1924,2024-01-19,2024-01-19,Shipped,664,5309.27,Cash
1925,2024-02-22,2024-02-22,Shipped,798,4851.04,Credit Card
1926,2024-01-16,2024-01-16,Shipped,828,6284.31,Credit Card
1927,2024-05-31,2024-05-31,Shipped,714,4221.25,Bank Transfer
1928,2024-11-05,2024-11-05,Shipped,915,6472.44,Cash
1929,2024-03-18,2024-03-18,Shipped,620,9796.29,Cash
1930,2024-11-08,2024-11-08,Cancelled,301,9888.5,Bank Transfer
1931,2024-06-16,2024-06-16,Cancelled,961,4465.56,PayPal
1932,2024-07-20,2024-07-20,Processing,540,5080.39,Cash
1933,2024-08-19,2024-08-19,Shipped,89,3437.15,Cash
1934,2024-01-15,2024-01-15,Cancelled,771,7656.93,Bank Transfer
1935,2024-04-25,2024-04-25,Processing,926,6859.28,PayPal
1936,2024-03-24,2024-03-24,Cancelled,620,8720.3,Credit Card
1937,2024-09-17,2024-09-17,Shipped,856,158.3,Cash
1938,2024-09-14,2024-09-14,Shipped,786,588.09,Credit Card
1939,2024-01-12,2024-01-12,On Hold,71,8023.78,PayPal
1940,2024-11-13,2024-11-13,Shipped,707,8845.85,Cash
1941,2024-11-15,2024-11-15,Shipped,715,8200.0,Credit Card
1942,2024-11-13,2024-11-13,Cancelled,976,7885.61,Cash
1943,2024-03-18,2024-03-18,Processing,724,4721.73,Credit Card
1944,2024-06-09,2024-06-09,Shipped,326,2146.47,PayPal
1945,2024-10-31,2024-10-31,Processing,265,7812.04,Bank Transfer
1946,2024-03-20,2024-03-20,Cancelled,564,9985.74,PayPal
1947,2024-02-22,2024-02-22,Cancelled,588,4337.34,Cash
1948,2024-02-20,2024-02-20,On Hold,413,6891.51,Credit Card
1949,2024-03-07,2024-03-07,Cancelled,47,230.98,Cash
1950,2024-10-02,2024-10-02,Cancelled,465,1227.87,Bank Transfer
1951,2024-06-23,2024-06-23,Cancelled,635,6612.54,PayPal
1952,2024-05-05,2024-05-05,Shipped,383,2521.23,Credit Card
1953,2024-06-06,2024-06-06,On Hold,967,5040.33,PayPal
1954,2024-11-05,2024-11-05,Cancelled,106,852.86,Bank Transfer
1955,2024-03-07,2024-03-07,On Hold,723,3183.23,PayPal
1956,2024-05-12,2024-05-12,Processing,840,7112.12,PayPal
1957,2024-05-04,2024-05-04,Shipped,446,3768.78,Bank Transfer
1958,2024-02-13,2024-02-13,On Hold,595,2908.73,Cash
1959,2024-09-29,2024-09-29,Cancelled,836,4110.31,Credit Card
1960,2024-05-27,2024-05-27,Cancelled,814,5104.53,Bank Transfer
1961,2024-03-01,2024-03-01,Shipped,936,9564.38,Bank Transfer
1962,2024-06-01,2024-06-01,Shipped,276,5387.7,PayPal
1963,2024-01-06,2024-01-06,On Hold,105,4594.67,PayPal
1964,2024-10-15,2024-10-15,Shipped,319,4175.55,Cash
1965,2024-06-12,2024-06-12,Cancelled,440,4089.96,Credit Card
1966,2024-05-18,2024-05-18,Processing,771,338.72,PayPal
1967,2024-04-15,2024-04-15,On Hold,413,518.73,Credit Card
1968,2024-05-25,2024-05-25,Cancelled,851,6169.82,Credit Card
1969,2024-04-19,2024-04-19,Shipped,753,7946.47,PayPal
1970,2024-08-17,2024-08-17,Cancelled,937,2296.34,Credit Card
1971,2024-01-19,2024-01-19,Processing,949,5350.03,PayPal
1972,2024-04-24,2024-04-24,Processing,145,8855.43,PayPal
1973,2024-03-27,2024-03-27,Processing,308,2692.58,PayPal
1974,2024-09-18,2024-09-18,On Hold,571,1326.81,Credit Card
1975,2024-01-14,2024-01-14,Processing,134,7170.85,Cash
1976,2024-08-04,2024-08-04,Processing,259,1285.05,Credit Card
1977,2024-01-22,2024-01-22,Cancelled,390,9287.44,Cash
1978,2024-07-24,2024-07-24,On Hold,402,9088.07,PayPal
1979,2024-09-08,2024-09-08,Cancelled,292,6984.1,Credit Card
1980,2024-03-06,2024-03-06,Processing,13,1366.76,Bank Transfer
1981,2024-11-06,2024-11-06,Cancelled,799,2675.32,Cash
1982,2024-07-03,2024-07-03,Processing,396,8669.22,Cash
1983,2024-02-20,2024-02-20,On Hold,336,7522.39,Credit Card
1984,2024-03-24,2024-03-24,Cancelled,740,1772.72,PayPal
1985,2024-09-25,2024-09-25,On Hold,233,5871.5,PayPal
1986,2024-02-05,2024-02-05,Shipped,354,8393.07,Credit Card
1987,2024-09-19,2024-09-19,On Hold,772,3665.46,PayPal
1988,2024-10-22,2024-10-22,Cancelled,145,2292.85,Cash
1989,2024-08-09,2024-08-09,On Hold,679,2589.6,Cash
1990,2024-09-10,2024-09-10,On Hold,366,1364.08,Credit Card
1991,2024-07-04,2024-07-04,On Hold,25,8175.46,Credit Card
1992,2024-10-15,2024-10-15,On Hold,172,4406.81,Cash
1993,2024-03-21,2024-03-21,Processing,603,6083.76,Cash
1994,2024-03-04,2024-03-04,Cancelled,574,7918.0,Credit Card
1995,2024-11-06,2024-11-06,On Hold,74,2737.63,Credit Card
1996,2024-02-10,2024-02-10,Shipped,661,5892.05,Cash
1997,2024-01-20,2024-01-20,Cancelled,719,7298.92,Credit Card
1998,2024-04-14,2024-04-14,On Hold,446,9709.81,Bank Transfer
1999,2024-08-31,2024-08-31,Shipped,714,9867.88,Cash
2000,2024-03-20,2024-03-20,Processing,733,9664.49,Bank Transfer
2001,2024-03-03,2024-03-03,Shipped,942,2180.46,Credit Card
2002,2024-06-05,2024-06-05,Processing,629,4180.75,Bank Transfer
2003,2024-10-06,2024-10-06,Shipped,612,4752.86,Bank Transfer
2004,2024-10-07,2024-10-07,On Hold,149,7423.44,Bank Transfer
2005,2024-11-16,2024-11-16,Processing,869,9397.94,Bank Transfer
2006,2024-10-31,2024-10-31,Processing,911,7269.21,Cash
2007,2024-01-29,2024-01-29,On Hold,187,7404.24,Bank Transfer
2008,2024-02-04,2024-02-04,Cancelled,4,7521.34,Bank Transfer
2009,2024-02-15,2024-02-15,Cancelled,570,6339.53,PayPal
2010,2024-09-13,2024-09-13,On Hold,793,8547.59,Cash
2011,2024-11-05,2024-11-05,On Hold,856,7853.96,PayPal
2012,2024-01-18,2024-01-18,On Hold,523,574.13,PayPal
2013,2024-05-21,2024-05-21,On Hold,105,9081.82,Bank Transfer
2014,2024-03-28,2024-03-28,Shipped,883,1878.05,Cash
2015,2024-11-15,2024-11-15,Cancelled,114,6466.89,PayPal
2016,2024-07-03,2024-07-03,Cancelled,645,9014.94,Bank Transfer
2017,2024-09-12,2024-09-12,Processing,524,1248.45,Credit Card
2018,2024-03-28,2024-03-28,Shipped,628,4947.46,Credit Card
2019,2024-10-26,2024-10-26,Shipped,241,5100.26,PayPal
2020,2024-07-22,2024-07-22,Shipped,304,6423.38,Bank Transfer
2021,2024-09-22,2024-09-22,Shipped,365,6087.91,Cash
2022,2024-11-25,2024-11-25,Processing,918,3261.35,Bank Transfer
2023,2024-08-29,2024-08-29,On Hold,323,3818.44,Cash
2024,2024-05-08,2024-05-08,Processing,243,5665.84,Bank Transfer
2025,2024-03-13,2024-03-13,Cancelled,958,4356.48,Credit Card
2026,2024-09-05,2024-09-05,On Hold,434,6574.02,Credit Card
2027,2024-11-25,2024-11-25,Shipped,248,7950.82,Bank Transfer
2028,2024-08-03,2024-08-03,Processing,8,5630.35,Credit Card
2029,2024-08-12,2024-08-12,Processing,149,6343.0,Bank Transfer
2030,2024-07-31,2024-07-31,Processing,763,5652.81,PayPal
2031,2024-05-03,2024-05-03,Processing,140,4698.25,Cash
2032,2024-02-03,2024-02-03,Cancelled,383,4404.69,Cash
2033,2024-02-05,2024-02-05,Cancelled,346,500.24,PayPal
2034,2024-02-15,2024-02-15,Cancelled,444,5213.99,Cash
2035,2024-11-14,2024-11-14,Processing,396,272.42,Cash
2036,2024-04-29,2024-04-29,Shipped,982,3531.03,PayPal
2037,2024-10-31,2024-10-31,Shipped,878,1524.2,Cash
2038,2024-02-15,2024-02-15,Processing,657,6723.23,Bank Transfer
2039,2024-09-26,2024-09-26,Processing,863,5230.63,PayPal
2040,2024-01-11,2024-01-11,On Hold,728,678.73,Credit Card
2041,2024-09-29,2024-09-29,On Hold,364,7100.9,Cash
2042,2024-05-29,2024-05-29,On Hold,891,413.89,Cash
2043,2024-09-15,2024-09-15,On Hold,147,2071.44,Credit Card
2044,2024-02-16,2024-02-16,Processing,690,774.24,PayPal
2045,2024-10-05,2024-10-05,Shipped,474,9156.75,PayPal
2046,2024-07-16,2024-07-16,Processing,518,5836.62,Bank Transfer
2047,2024-02-06,2024-02-06,Cancelled,159,6787.17,Credit Card
2048,2024-05-11,2024-05-11,Shipped,902,8996.91,PayPal
2049,2024-03-05,2024-03-05,Shipped,744,8624.07,PayPal
2050,2024-10-02,2024-10-02,Processing,914,6516.55,Credit Card
2051,2024-01-22,2024-01-22,Processing,218,5867.58,Cash
2052,2024-10-21,2024-10-21,On Hold,832,5464.14,Credit Card
2053,2024-06-13,2024-06-13,Shipped,667,9715.53,Credit Card
2054,2024-08-16,2024-08-16,On Hold,71,153.34,Bank Transfer
2055,2024-04-30,2024-04-30,Shipped,378,6615.14,Cash
2056,2024-03-11,2024-03-11,Processing,606,2186.33,PayPal
2057,2024-05-03,2024-05-03,Cancelled,810,7933.05,Credit Card
2058,2024-01-11,2024-01-11,Cancelled,534,2086.2,Credit Card
2059,2024-01-29,2024-01-29,Processing,293,9533.2,Bank Transfer
2060,2024-07-18,2024-07-18,Cancelled,846,8476.58,PayPal
2061,2024-04-12,2024-04-12,Shipped,943,5533.88,Bank Transfer
2062,2024-08-05,2024-08-05,Cancelled,153,5584.63,Cash
2063,2024-06-29,2024-06-29,On Hold,797,9986.57,Cash
2064,2024-07-27,2024-07-27,On Hold,399,5219.14,Bank Transfer
2065,2024-07-13,2024-07-13,Processing,884,4114.05,Credit Card
2066,2024-08-05,2024-08-05,Shipped,977,251.27,PayPal
2067,2024-03-27,2024-03-27,On Hold,899,5240.26,Credit Card
2068,2024-02-03,2024-02-03,On Hold,262,3063.12,PayPal
2069,2024-03-15,2024-03-15,Shipped,761,8975.99,Credit Card
2070,2024-09-03,2024-09-03,Processing,665,1277.42,PayPal
2071,2024-01-29,2024-01-29,Cancelled,484,3863.91,Cash
2072,2024-10-15,2024-10-15,Shipped,311,1180.86,Cash
2073,2024-02-12,2024-02-12,Processing,471,3588.43,Credit Card
2074,2024-07-31,2024-07-31,Processing,856,4947.87,Credit Card
2075,2024-01-18,2024-01-18,Shipped,560,2008.76,Credit Card
2076,2024-07-26,2024-07-26,On Hold,675,5449.61,Credit Card
2077,2024-07-12,2024-07-12,Processing,170,1705.44,PayPal
2078,2024-07-06,2024-07-06,On Hold,661,2450.49,Credit Card
2079,2024-08-29,2024-08-29,Shipped,61,3305.23,Bank Transfer
2080,2024-11-04,2024-11-04,Shipped,103,5633.02,PayPal
2081,2024-11-14,2024-11-14,On Hold,9,3734.03,Cash
2082,2024-10-24,2024-10-24,Processing,550,5661.93,PayPal
2083,2024-05-28,2024-05-28,Processing,397,7150.92,Bank Transfer
2084,2024-03-10,2024-03-10,Cancelled,302,2749.43,Bank Transfer
2085,2024-02-26,2024-02-26,Shipped,627,6141.05,Bank Transfer
2086,2024-03-31,2024-03-31,Shipped,182,4006.23,Cash
2087,2024-11-04,2024-11-04,Cancelled,334,4401.2,PayPal
2088,2024-07-21,2024-07-21,Shipped,998,5784.14,Cash
2089,2024-04-06,2024-04-06,Shipped,425,6920.55,Cash
2090,2024-01-05,2024-01-05,On Hold,925,9134.05,Bank Transfer
2091,2024-11-12,2024-11-12,Processing,339,8165.27,PayPal
2092,2024-06-13,2024-06-13,Cancelled,918,3238.17,PayPal
2093,2024-07-26,2024-07-26,Cancelled,981,8957.35,PayPal
2094,2024-02-07,2024-02-07,Processing,135,6519.25,Credit Card
2095,2024-05-17,2024-05-17,Processing,667,8407.2,PayPal
2096,2024-11-25,2024-11-25,Processing,860,7042.09,Bank Transfer
